,是否印標,印標人員,Tracking ID,尾碼,SKU ID,Counting Qty,Unnamed: 6,Tracking ID.1,Gruop ID,Status,Sku ID,Sku Name,Countign Qty,Supplier ID,Supplier Name,Unnamed: 15,領標時間,DATE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
21,V,103001.0,TTWK000523705,90,10725895790_101416675963,12.0,10725895790,TTWK000523705,GINTWK0002203100406,Counted,10725895790_101416675963,刷樂 Shallop 雙線超細滑牙線棒 250支x2盒 共500支 蝦皮直送 現貨:雙線超細滑牙線棒,12.0,正常,12.0,NO,sp3341@shopee.com,2022-03-11 08:32:27,1188152,TW_刷樂國際股份有限公司(Consignment),詳情質檢,詳情質檢,,,
22,V,103001.0,TTWK000523738,12,11025224612_160610465577,15.0,11025224612,TTWK000523738,GINTWK0002203100390,Counted,11025224612_160610465577,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:維生素B3菸鹼醯胺面膜10片,15.0,正常,15.0,NO,sp99073@shopee.com,2022-03-11 09:07:37,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,,,,
23,V,103001.0,TTWK000523724,79,10225836979_101414481369,3.0,10225836979,TTWK000523724,GINTWK0002203100396,Counted,10225836979_101414481369,LUCIDO-L 樂絲朵-L 摩洛哥護髮精華油 60ml 現貨 修護 受損髮 滋養 柔順 沙龍級 蝦皮直送:滋潤型(金色),3.0,正常,3.0,NO,sp0386@shopee.com,2022-03-11 09:07:15,681985,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
24,V,103001.0,TTWK000523744,12,11025224612_97051079848,15.0,11025224612,TTWK000523744,GINTWK0002203100467,Counted,11025224612_97051079848,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:複合酵素面膜(南瓜/鳳梨)10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:06:21,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
25,V,103001.0,TTWK000523723,86,11225967386_101418710860,6.0,11225967386,TTWK000523723,GINTWK0002203100397,Counted,11225967386_101418710860,GATSBY 身體除毛刀 1入(官方直營) 現貨 蝦皮直送:身體除毛刀,6.0,正常,6.0,NO,sp0386@shopee.com,2022-03-11 09:05:32,681985,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
26,V,103001.0,TTWK000502293,44,10625226044_84140909880,10.0,10625226044,TTWK000502293,GINTWK0002203100426,Counted,10625226044_84140909880,HJ-MINI1 行動電源 10000mAh 數字顯示 小體積大容量 隨身行動充 公司貨 蝦皮直送:奶茶色,10.0,Exception,10.0,NO,sp0851@shopee.com,2022-03-11 09:05:22,749895,TW_宏晉科技股份有限公司(Consignment),詳情,詳情,,,
27,V,103001.0,TTWK000519516,68,10925224768_27200431042,40.0,10925224768,TTWK000519516,GINTWK0002203100443,Counted,10925224768_27200431042,Dr.Hsieh達特醫氨基酸潔顏乳120ml 現貨 蝦皮直送:一入,40.0,正常,40.0,NO,sp99073@shopee.com,2022-03-11 09:04:20,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
28,V,103001.0,TTWK000523743,12,11025224612_160610465573,15.0,11025224612,TTWK000523743,GINTWK0002203100469,Counted,11025224612_160610465573,Dr.Hsieh達特醫 LabSmart 面膜 10片組 蝦皮直送:白藜蘆醇面膜10片,15.0,正常,15.0,NO,sp3341@shopee.com,2022-03-11 09:03:57,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
29,V,103001.0,TTWK000523722,45,10125859245_46922599452,3.0,10125859245,TTWK000523722,GINTWK0002203100399,Counted,10125859245_46922599452,LUCIDO倫士度 按壓式染髮霜(第一劑50g+50g) 現貨 蝦皮直送:自然黑,3.0,正常,3.0,NO,sp0386@shopee.com,2022-03-11 09:03:56,681985,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
30,V,103001.0,TTWK000523729,44,10625226044_84140909880,10.0,10625226044,TTWK000523729,GINTWK0002203100426,Counted,10625226044_84140909880,HJ-MINI1 行動電源 10000mAh 數字顯示 小體積大容量 隨身行動充 公司貨 蝦皮直送:奶茶色,10.0,正常,10.0,NO,sp0851@shopee.com,2022-03-11 09:03:21,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
31,V,103001.0,TTWK000523721,95,15811344195_150514377239,6.0,15811344195,TTWK000523721,GINTWK0002203100402,Counted,15811344195_150514377239,GATSBY 口罩舒爽噴霧30ml 蝦皮直送 現貨:沁涼蜜桃30ml/瓶,6.0,正常,6.0,NO,sp0386@shopee.com,2022-03-11 09:01:11,681985,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
32,V,103001.0,TTWK000523720,72,3087620872_101388132448,3.0,3087620872,TTWK000523720,GINTWK0002203100398,Counted,3087620872_101388132448,Love Liner 隨心所慾超防水極細眼線液筆0.55mL 官方直營 蝦皮直送 現貨:經典深棕,3.0,正常,3.0,NO,sp0386@shopee.com,2022-03-11 09:00:06,681985,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
33,V,103001.0,TTWK000519515,39,8090342839_111652130103,20.0,8090342839,TTWK000519515,GINTWK0002203100444,Counted,8090342839_111652130103,Dr.Hsieh達特醫 玻尿酸長效保濕精華乳50ml 蝦皮直送 現貨:50ml,20.0,正常,20.0,NO,sp99073@shopee.com,2022-03-11 08:59:45,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
34,V,103001.0,TTWK000519459,29,9789542629_36923734844,76.0,9789542629,TTWK000519459,GINTWK0002203100410,Counted,9789542629_36923734844,刷樂 Shallop 高拉力牙線棒 800支 現貨 蝦皮直送:1包,76.0,正常,76.0,NO,sp3341@shopee.com,2022-03-11 08:59:13,1188152,TW_刷樂國際股份有限公司(Consignment),詳情質檢,詳情質檢,,,
35,V,103001.0,TTWK000470344,29,9789542629_36923734844,20.0,9789542629,TTWK000470344,GINTWK0002203100410,Counted,9789542629_36923734844,刷樂 Shallop 高拉力牙線棒 800支 現貨 蝦皮直送:1包,20.0,正常,20.0,NO,sp3341@shopee.com,2022-03-11 08:58:28,1188152,TW_刷樂國際股份有限公司(Consignment),詳情質檢,詳情質檢,,,
36,V,103001.0,TTWK000519509,21,8289151821_94140811241,14.0,8289151821,TTWK000519509,GINTWK0002203100388,Counted,8289151821_94140811241,Dr.Hsieh達特醫LabSmart精華30ml 現貨 蝦皮直送:Betawhite精華30ml,14.0,正常,14.0,NO,sp0386@shopee.com,2022-03-11 08:58:17,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
37,V,103001.0,TTWK000519511,44,10625226044_94140924875,10.0,10625226044,TTWK000519511,GINTWK0002203100425,Counted,10625226044_94140924875,HJ-MINI1 行動電源 10000mAh 數字顯示 小體積大容量 隨身行動充 公司貨 蝦皮直送:粉色,10.0,正常,10.0,NO,sp0851@shopee.com,2022-03-11 08:57:53,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
38,V,103001.0,TTWK000519508,21,8289151821_94140811239,14.0,8289151821,TTWK000519508,GINTWK0002203100387,Counted,8289151821_94140811239,Dr.Hsieh達特醫LabSmart精華30ml 現貨 蝦皮直送:金盞花萃取精華30ml,14.0,正常,14.0,NO,sp0386@shopee.com,2022-03-11 08:56:08,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
39,V,103001.0,TTWK000523719,17,14427210817_114700966583,12.0,14427210817,TTWK000523719,GINTWK0002203100378,Counted,14427210817_114700966583,紫金堂 極品紅棗茶 盒裝 150mlx7包 蝦皮直送 現貨:1盒7入，1入150ml,12.0,正常,12.0,NO,sp99073@shopee.com,2022-03-11 08:55:31,743928,TW_紫金堂股份有限公司(Consignment),詳情質檢,詳情質檢,,,
40,V,103001.0,TTWK000523712,84,3197862784_84140594872,3.0,3197862784,TTWK000523712,GINTWK0002203100400,Counted,3197862784_84140594872,Love Liner 隨心所慾防水睫毛膏6.5g 官方直營 蝦皮直送 現貨:經典濃黑,3.0,正常,3.0,NO,sp0386@shopee.com,2022-03-11 08:53:13,681985,TW_蔻仕麗股份有限公司(Consignment),詳情質檢,詳情質檢,,,
41,V,103001.0,TTWK000502292,13,6497237913_46905232348,1.0,6497237913,TTWK000502292,GINTWK0002203100413,Counted,6497237913_46905232348,五段電動牙刷 (黑/粉/藍/白) 蝦皮直送 現貨:粉色,1.0,Exception,1.0,NO,sp0851@shopee.com,2022-03-11 08:53:01,749895,TW_宏晉科技股份有限公司(Consignment),詳情,詳情,,,
42,V,103001.0,TTWK000519507,96,9289151396_84140795730,15.0,9289151396,TTWK000519507,GINTWK0002203100379,Counted,9289151396_84140795730,Dr.Hsieh達特醫 杏仁熊果酸更新精華30ml 現貨 蝦皮直送:8+2%UrMA杏仁熊果酸更新精華,15.0,正常,15.0,NO,sp0386@shopee.com,2022-03-11 08:52:16,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
43,V,103001.0,TTWK000523718,59,17815002259_87031087728,24.0,17815002259,TTWK000523718,GINTWK0002203100377,Counted,17815002259_87031087728,紫金堂 疏乳棒 (舒舒棒)1支 現貨 蝦皮直送:1入/支/粉紅色,24.0,正常,24.0,NO,sp99073@shopee.com,2022-03-11 08:52:10,743928,TW_紫金堂股份有限公司(Consignment),詳情質檢,詳情質檢,,,
44,V,103001.0,TTWK000523709,13,6497237913_46905232348,39.0,6497237913,TTWK000523709,GINTWK0002203100413,Counted,6497237913_46905232348,五段電動牙刷 (黑/粉/藍/白) 蝦皮直送 現貨:粉色,39.0,正常,39.0,NO,sp0851@shopee.com,2022-03-11 08:51:32,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,詳情質檢,,,
45,V,103001.0,TTWK000523717,25,8689162525_27200419345,15.0,8689162525,TTWK000523717,GINTWK0002203100295,Counted,8689162525_27200419345,RONEVER 頭戴式耳麥 耳罩式耳機 頭戴式耳機 有線耳機 耳機麥克風 可調頭帶 MOE302 蝦皮直送,15.0,正常,15.0,NO,sp99073@shopee.com,2022-03-11 08:49:46,677099,TW_向聯科技企業有限公司(Consignment),詳情質檢,詳情質檢,,,
46,V,103001.0,TTWK000519476,28,11025859428_56922600632,88.0,11025859428,TTWK000519476,GINTWK0002203100210,Counted,11025859428_56922600632,貝納頌 經典罐裝咖啡系列210mlx24入四種選擇 現貨 蝦皮直送:經典拿鐵,88.0,正常,88.0,NO,sp2771@shopee.com,2022-03-11 08:48:36,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
47,V,103001.0,TTWK000523716,55,4297249855_84140865605,3.0,4297249855,TTWK000523716,GINTWK0002203100294,Counted,4297249855_84140865605,RONEVER KB047 / GK2懸浮式防潑水鍵盤 現貨 蝦皮直送:KB047,3.0,正常,3.0,NO,sp99073@shopee.com,2022-03-11 08:47:09,677099,TW_向聯科技企業有限公司(Consignment),詳情質檢,詳情質檢,,,
48,V,103001.0,TTWK000519478,28,11025859428_56922600632,104.0,11025859428,TTWK000519478,GINTWK0002203100210,Counted,11025859428_56922600632,貝納頌 經典罐裝咖啡系列210mlx24入四種選擇 現貨 蝦皮直送:經典拿鐵,104.0,正常,104.0,NO,sp2771@shopee.com,2022-03-11 08:46:54,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
49,V,103001.0,TTWK000523711,53,11825224853_76905115683,30.0,11825224853,TTWK000523711,GINTWK0002203110062,Counted,11825224853_76905115683,Dr.Hsieh達特醫 杏仁酸抗痘潔顏慕斯150ml(官方直營) 蝦皮直送 現貨:150ml,30.0,正常,30.0,NO,sp0386@shopee.com,2022-03-11 08:46:10,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
50,V,103001.0,TTWK000523715,60,5997248060_27200468741,10.0,5997248060,TTWK000523715,GINTWK0002203100293,Counted,5997248060_27200468741,RONEVER 耳罩耳機 電腦用 頭戴式耳麥 頭戴式耳機 有線 耳機麥克風 可調頭帶 MOE301 蝦皮直送,10.0,正常,10.0,NO,sp99073@shopee.com,2022-03-11 08:45:06,677099,TW_向聯科技企業有限公司(Consignment),詳情質檢,詳情質檢,,,
51,V,103001.0,TTWK000519477,28,11025859428_56922600632,104.0,11025859428,TTWK000519477,GINTWK0002203100210,Counted,11025859428_56922600632,貝納頌 經典罐裝咖啡系列210mlx24入四種選擇 現貨 蝦皮直送:經典拿鐵,104.0,正常,104.0,NO,sp2771@shopee.com,2022-03-11 08:44:29,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
52,V,103001.0,TTWK000519464,11,11325224111_84140755425,50.0,11325224111,TTWK000519464,GINTWK0002203100421,Counted,11325224111_84140755425,Dr.Hsieh達特醫 10%杏仁酸深層煥膚精華1+1組 現貨 蝦皮直送:10%杏仁酸15ml+30ml,50.0,正常,50.0,NO,sp0386@shopee.com,2022-03-11 08:44:14,752365,TW_洸鼎生物科技有限公司(Consignment),詳情質檢,詳情質檢,,,
53,V,103001.0,TTWK000519475,28,11025859428_56922600632,104.0,11025859428,TTWK000519475,GINTWK0002203100210,Counted,11025859428_56922600632,貝納頌 經典罐裝咖啡系列210mlx24入四種選擇 現貨 蝦皮直送:經典拿鐵,104.0,正常,104.0,NO,sp2771@shopee.com,2022-03-11 08:43:24,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
54,V,103001.0,TTWK000523714,93,8189163793_76905200436,5.0,8189163793,TTWK000523714,GINTWK0002203100262,Counted,8189163793_76905200436,iNeno日本 行動電源 超薄名片型 皮革紋 免帶線 12000mAh (贈Apple轉接頭/生日禮物) 蝦皮直送:白色,5.0,正常,5.0,NO,sp99073@shopee.com,2022-03-11 08:42:48,845962,TW_炬垙科技有限公司(Consignment),詳情質檢,詳情質檢,,,
55,V,103001.0,TTWK000523713,82,8589150982_76904978787,5.0,8589150982,TTWK000523713,GINTWK0002203100376,Counted,8589150982_76904978787,RODE VideoMicro 心型指向性麥克風 RDVMICRO 毛茸防風罩 防震防風 公司貨 現貨 蝦皮直送,5.0,正常,5.0,NO,sp99073@shopee.com,2022-03-11 08:40:23,709479,TW_正成貿易股份有限公司(Consignment),詳情質檢,詳情質檢,,,
56,V,103001.0,TTWK000523708,86,10425980486_46923843264,12.0,10425980486,TTWK000523708,GINTWK0002203100417,Checking,10425980486_46923843264,Future Lab. 未來實驗室 N7空氣清淨機 車用清淨機 負離子 空氣清淨機 蝦皮直送:黑,12.0,正常,12.0,NO,sp0851@shopee.com,2022-03-11 08:40:02,686083,TW_展碁國際股份有限公司(Consignment),詳情質檢,詳情質檢,,,
57,V,103001.0,TTWK000519474,32,11825863432_76922580572,40.0,11825863432,TTWK000519474,GINTWK0002203100219,Counted,11825863432_76922580572,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:咖啡深焙拿鐵(24入/箱),40.0,正常,40.0,NO,sp2771@shopee.com,2022-03-11 08:38:57,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
58,V,103001.0,TTWK000519473,32,11825863432_76922580572,60.0,11825863432,TTWK000519473,GINTWK0002203100219,Counted,11825863432_76922580572,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:咖啡深焙拿鐵(24入/箱),60.0,正常,60.0,NO,sp2771@shopee.com,2022-03-11 08:38:22,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
59,V,103001.0,TTWK000519472,32,11825863432_76922580570,40.0,11825863432,TTWK000519472,GINTWK0002203100186,Counted,11825863432_76922580570,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:經典榛果風味拿鐵(24入/箱),40.0,正常,40.0,NO,sp2771@shopee.com,2022-03-11 08:36:20,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
60,V,103001.0,TTWK000498795,77,16204232677_124235132221,1.0,16204232677,TTWK000498795,GINTWK0002203080110,Checked,16204232677_124235132221,omthing E-Joy 全觸屏智慧手錶 現貨 蝦皮直送:黑色,1.0,Exception,1.0,NO,sp99028@shopee.com,2022-03-11 08:35:23,678009,TW_伊瑪格科技有限公司(Consignment),詳情,詳情,,,
61,V,103001.0,TTWK000519471,32,11825863432_76922580570,60.0,11825863432,TTWK000519471,GINTWK0002203100186,Counted,11825863432_76922580570,貝納頌 原味咖啡/經典榛果風味拿鐵/重乳拿鐵/咖啡深焙拿鐵 375ml(24入/箱) 咖啡中的極品 現貨 蝦皮直送:經典榛果風味拿鐵(24入/箱),60.0,正常,60.0,NO,sp2771@shopee.com,2022-03-11 08:35:17,721806,TW_味全食品工業股份有限公司(Consignment),詳情質檢,詳情質檢,,,
62,V,103001.0,TTWK000519457,88,7697227388_46905057907,260.0,7697227388,TTWK000519457,GINTWK0002203100386,Counted,7697227388_46905057907,ESTEE LAUDER雅詩蘭黛 特潤超導全方位修護露 50ml/瓶 公司貨 小棕瓶 特潤 正品保證 現貨 蝦皮直送:修護露 50ml,260.0,正常,260.0,NO,sp99073@shopee.com,2022-03-11 08:33:23,996023,TW_亮美事業有限公司(outright),詳情質檢,詳情質檢,,,
63,V,103001.0,TTWK000470342,88,7697227388_46905057907,30.0,7697227388,TTWK000470342,GINTWK0002203100386,Counted,7697227388_46905057907,ESTEE LAUDER雅詩蘭黛 特潤超導全方位修護露 50ml/瓶 公司貨 小棕瓶 特潤 正品保證 現貨 蝦皮直送:修護露 50ml,30.0,正常,30.0,NO,sp99073@shopee.com,2022-03-11 08:33:08,996023,TW_亮美事業有限公司(outright),詳情質檢,詳情質檢,,,
64,V,103001.0,TTWK000519512,75,10925226775_101388342666,20.0,10925226775,TTWK000519512,GINTWK0002203100434,Counted,10925226775_101388342666,馬卡龍矽膠充電線 液態充電線 1.2M 快充線矽膠傳輸線Lighting/micro-usb/type-c 蝦皮直送:type-c 紫,20.0,正常,20.0,NO,sp0851@shopee.com,2022-03-11 09:23:55,749895,TW_宏晉科技股份有限公司(Consignment),詳情質檢,,,,
